t,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,label,dt,dt_seconds,session_break,session_id
0 days 00:01:01.438720972,-4.35,8.5199995,-0.35000000000000003,-0.02,-0.01,-0.08,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.458720972,-4.535,8.59499975,-0.11000000000000001,-0.02,-0.01,-0.08,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.478720972,-4.72,8.67,0.13,-0.02,-0.01,-0.08,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.498720972,-4.72,8.67,0.13,-0.13,0.04,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.518720972,-3.8799999,8.809999,-0.26,-0.13,0.04,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.538720972,-3.31,9.059999,-0.45,-0.22999999000000002,-0.17999999,-0.14999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.558720972,-3.4099998,8.66,-0.06,-0.5399999600000001,-0.8300000000000001,-0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.578720972,-3.8949999,8.975,0.08000000000000002,-0.5399999600000001,-0.8300000000000001,-0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.598720972,-4.38,9.29,0.22,-0.5399999600000001,-0.8300000000000001,-0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.618720972,-4.38,9.29,0.22,-0.90999997,-2.07,-0.45999998000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.638720972,-5.71,8.059999,1.74,-0.90999997,-2.07,-0.45999998000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.658720972,-5.5,6.0099998,2.8,-1.1899999,-2.7800000000000002,0.0,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.678720972,-4.92,6.66,3.48,-1.1899999,-2.7800000000000002,0.0,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.698720972,-5.025,8.530000000000001,3.99,-1.28499995,-2.935,0.08,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.718720972,-5.13,10.4,4.5,-1.38,-3.09,0.16,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.738720972,-5.13,10.4,4.5,-1.15,-2.0,0.29999998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.758720972,-4.17,8.44,5.2599998,-1.15,-2.0,0.29999998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.778720972,-4.17,8.44,5.2599998,-1.1549999999999998,-1.84999995,0.07499999499999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.798720972,-4.17,8.44,5.2599998,-1.16,-1.6999999,-0.14999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.818720972,-2.69,7.96,5.4,-0.74,-1.29,0.21,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.838720972,-2.7800000000000002,7.37,5.64,-0.45999998000000003,-1.01,0.29,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.858720972,-2.7800000000000002,7.37,5.64,-0.35000000000000003,-0.84999996,0.08,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.878720972,-3.1799998,8.25,5.77,-0.35000000000000003,-0.84999996,0.08,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.898720972,-2.12,7.6499996,5.35,-0.14999999,-0.51,0.11,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.918720972,-3.2800000000000002,7.96,5.7599998,-0.22999999000000002,-0.71,0.0,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.938720972,-2.7199999999999998,7.69,5.49,-0.22999999000000002,-0.71,0.0,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.958720972,-2.7199999999999998,7.69,5.49,-0.13,-0.5399999600000001,0.14,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.978720972,-2.62,7.75,5.66499985,-0.139999995,-0.43999998000000007,0.04000000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:01.998720972,-2.52,7.8100000000000005,5.8399997,-0.14999999,-0.34,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.018720972,-2.35,7.62,5.83,-0.14999999,-0.34,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.038720972,-2.35,7.62,5.83,-0.03,-0.21,-0.14,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.058720972,-2.54,7.52,5.87,-0.03,-0.21,-0.14,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.078720972,-2.6550000000000002,7.494999999999999,5.88,-0.0049999999999999975,-0.19,-0.144999995,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.098720972,-2.77,7.47,5.89,0.02,-0.17,-0.14999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.118720972,-2.73,7.46,5.7599998,0.049999997000000004,-0.07,-0.12,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.138720972,-2.6799998,7.19,5.5899997,0.049999997000000004,-0.07,-0.12,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.158720972,-2.7199999,7.504999850000001,5.764999850000001,0.004999998500000005,-0.124999995,-0.065,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.178720972,-2.76,7.8199997,5.94,-0.04,-0.17999999,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.198720972,-2.73,7.5499997,6.25,-0.04,-0.17999999,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.218720972,-2.395,7.5499997,6.095000000000001,0.04,-0.099999995,-0.019999999999999997,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.238720972,-2.06,7.5499997,5.94,0.12,-0.02,-0.03,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.258720972,-2.47,7.79,6.2799997,0.12,-0.22,-0.07,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.278720972,-2.47,7.79,6.2799997,0.14,-0.26999998000000003,0.0,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.298720972,-1.9799999,7.1499996,5.3599997,0.14,-0.26999998000000003,0.0,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.318720972,-1.9799999,7.1499996,5.3599997,0.08000000000000002,-0.46999997000000004,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.338720972,-1.9799999,7.1499996,5.3599997,0.02,-0.6699999600000001,-0.02,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.358720972,-2.5,7.89,6.0699997,0.02,-0.9899999500000001,0.29999998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.378720972,-1.9,7.87,5.46,0.14999999,-0.84999996,0.16,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.398720972,-1.77,7.25,4.5899997,0.17999999,-1.12,0.24,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.418720972,-0.04,6.1299996,5.3599997,0.17999999,-1.12,0.24,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.438720972,-0.23499999000000002,7.2949998,5.8149998499999995,0.20499999000000002,-1.445,0.43499999999999994,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.458720972,-0.42999998,8.46,6.27,0.22999999000000002,-1.77,0.63,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.478720972,-0.42999998,8.46,6.27,-0.08,-1.88,0.97999996,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.498720972,-0.34999998,8.2999995,6.425,0.06499999999999999,-1.95,0.98999998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.518720972,-0.26999998000000003,8.139999,6.58,0.21,-2.02,1.0,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.538720972,0.10500000999999998,8.0699995,6.75,0.37,-1.9,1.06,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.558720972,0.48,8.0,6.92,0.53,-1.78,1.12,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.578720972,0.25,8.4,6.11999985,0.52,-1.5950000000000002,0.8700000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.598720972,0.02,8.8,5.3199997,0.51,-1.4100000000000001,0.62,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.618720972,0.31,8.22,4.9,0.12,-0.9,-0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.638720972,0.31,8.22,4.9,-0.04,-1.27,-0.51,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.658720972,0.42,7.4199996,5.22,-0.04,-1.27,-0.51,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.678720972,1.3399999,8.59,6.2,-0.04,-1.27,-0.51,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.698720972,1.28999995,9.0749995,6.7899998,-0.064999998,-1.02999998,-0.135,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.718720972,1.24,9.559999,7.3799996,-0.089999996,-0.7899999600000001,0.24,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.738720972,1.9100000000000001,8.849999,7.17,0.84999996,-1.42,0.68,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.758720972,1.9100000000000001,8.849999,7.17,1.9399999,-2.49,0.8200000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.778720972,2.3799999,8.01,6.62,1.9399999,-2.49,0.8200000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.798720972,2.3799999,8.01,6.62,2.6399999,-2.3999999,0.7000000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.818720972,1.71749995,7.58,6.6175,2.78999985,-2.2699999,0.7050000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.838720972,1.055,7.15,6.615,2.9399998,-2.1399999,0.71,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.858720972,2.2125000000000004,6.91,5.00749995,3.1199999,-2.67999995,0.81499998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.878720972,3.37,6.67,3.3999999,3.3,-3.22,0.9199999600000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.898720972,3.37,6.67,3.3999999,1.99,-3.84,-0.13,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.918720972,3.3899999,7.5899997,-0.65999997,1.5999998999999998,-2.1699998,0.02,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.938720972,3.53999985,7.80999985,-0.34999998499999996,1.6599998999999999,-2.0799999,-0.05499999999999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.958720972,3.6899998,8.03,-0.04,1.7199999,-1.99,-0.13,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.978720972,4.02,10.3,-0.089999996,1.7199999,-1.99,-0.13,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:02.998720972,-0.47000000000000003,11.099999,0.96,1.55,-1.8,-0.44,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.018720972,-0.47000000000000003,11.099999,0.96,1.74499995,-2.1350000000000002,-0.39,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.038720972,-0.47000000000000003,11.099999,0.96,1.9399999,-2.47,-0.34,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.058720972,2.02,7.93,-0.55,1.9799999,-0.6699999600000001,0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.078720972,3.5,6.47,-0.31,1.9799999,-0.6699999600000001,0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.098720972,2.6699998,7.7799997,-0.14999999,0.9199999600000001,1.27,0.7000000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.118720972,2.6699998,7.7799997,-0.14999999,1.25,0.58,0.63,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.138720972,3.49,7.0699997,-0.52,1.25,0.58,0.63,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.158720972,3.49,7.0699997,-0.52,2.1,0.35000000000000003,1.35,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.178720972,7.19,5.92,-3.07,2.1,0.35000000000000003,1.35,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.198720972,8.82,6.93,-7.68,1.4699999,-0.42,-0.28,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.218720972,4.2,8.69,-5.99,1.4699999,-0.42,-0.28,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.238720972,4.845000000000001,8.495000000000001,-4.085,1.4499999,-0.48,-1.0799999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.258720972,5.1675,8.3975,-3.1325,0.65999995,-0.35,-0.26499995,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.278720972,5.49,8.3,-2.18,-0.13,-0.22,0.55,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.298720972,6.27,9.73,-3.31,-0.38,0.0,0.26999998000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.318720972,6.1899998499999995,8.835,-3.8600000000000003,0.19499999999999995,-0.21999999999999997,0.41499999000000004,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.338720972,6.1099997,7.94,-4.41,0.77,-0.44,0.56,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.358720972,5.4399998499999995,7.825,-4.45,0.9799999500000001,-0.38,0.49,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.378720972,4.77,7.71,-4.49,1.1899999,-0.32,0.42,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.398720972,4.77,7.71,-4.49,0.90999997,-0.28,0.02,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.418720972,5.87,7.97,-4.75,0.90999997,-0.28,0.02,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.438720972,5.2599998,7.66,-4.23,0.79999995,-0.26999998000000003,-0.17999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.458720972,4.63,8.2699995,-5.2,0.87,-0.26,-0.39999998000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.478720972,4.21,6.3799996,-5.6099996999999995,0.87,-0.26,-0.39999998000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.498720972,4.205,7.089999649999999,-5.75999985,0.794999985,-0.13,-0.37499999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.518720972,4.2,7.7999997,-5.91,0.71999997,0.0,-0.35000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.538720972,4.2,7.7999997,-5.91,0.44,-0.21,-0.32,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.558720972,3.965,7.86499985,-5.3349999,0.41000000000000003,-0.615,-0.44,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.578720972,3.73,7.93,-4.7599998,0.38,-1.02,-0.56,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.598720972,4.89,7.2799997,-5.2599998,0.42,-0.64,-0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.618720972,3.4199998,4.8399997,-5.24,0.42,-0.64,-0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.638720972,3.1399999,5.98,-5.5600000000000005,0.61,-1.37,-0.96,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.658720972,4.27,6.73,-6.14,0.45999998000000003,-0.89,-0.65999997,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.678720972,4.27,6.73,-6.14,0.9199999600000001,-0.9199999600000001,-0.39,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.698720972,3.34,6.66,-8.69,0.96999997,-0.7899999600000001,-0.5399999600000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.718720972,2.07,6.29,-9.179999,0.96999997,-0.7899999600000001,-0.5399999600000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.738720972,2.07,6.29,-9.179999,0.06999998499999993,-0.10999998,-0.32999998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.758720972,2.07,6.29,-9.179999,-0.8300000000000001,0.5700000000000001,-0.12,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.778720972,2.0599999999999996,6.29,-7.12499935,-0.8300000000000001,0.5700000000000001,-0.12,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.798720972,2.05,6.29,-5.0699997,-0.8300000000000001,0.5700000000000001,-0.12,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.818720972,2.1299999,6.68,-5.17,-0.8200000000000001,0.55,-0.14,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.838720972,2.08999995,6.545,-4.915,-0.885,1.05,-0.21999998999999998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.858720972,2.05,6.41,-4.66,-0.9500000000000001,1.55,-0.29999998,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.878720972,2.26,6.79,-5.42,-0.78,1.4399999,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.898720972,2.84,6.77,-5.49,-0.78,1.4399999,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.918720972,3.1249998999999997,7.175,-5.08,-1.0,1.52999995,-0.005000001499999997,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.938720972,3.4099998,7.58,-4.67,-1.22,1.62,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.958720972,3.4099998,7.58,-4.67,-1.81,1.87,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.978720972,4.47,7.68,-3.6499999,-1.9799999,2.1,0.22,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:03.998720972,4.47,7.68,-3.6499999,-2.08,2.2800000000000002,-0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.018720972,5.00999985,8.684999999999999,-1.75499995,-2.08,2.2800000000000002,-0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.038720972,5.5499997,9.69,0.14,-2.08,2.2800000000000002,-0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.058720972,6.7799997,9.36,0.90999997,-1.9100000000000001,2.4099998,-0.13,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.078720972,6.7799997,9.36,0.90999997,-1.53,2.29,0.08,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.098720972,6.5600000000000005,9.32,1.6800000000000002,-1.0799999,2.37,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.118720972,6.3449998,9.015,1.975,-1.18999995,2.23,-0.09,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.138720972,6.1299996,8.71,2.27,-1.3,2.09,-0.17,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.158720972,5.2599998,7.7799997,2.5,-1.3,2.09,-0.17,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.178720972,4.7999997,7.3799996,2.73,-1.5899999,1.4699999,-0.12,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.198720972,4.7999997,7.3799996,2.73,-1.4699999,0.9500000000000001,0.14999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.218720972,5.66,7.3599997,3.22,-1.16,0.64,0.17999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.238720972,5.2799997,7.5,3.1799998,-1.16,0.64,0.17999999,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.258720972,5.2799997,7.5,3.1799998,-0.8599999500000001,0.6900000000000001,0.13,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.278720972,3.8,7.8399997,3.5,-0.8599999500000001,0.6900000000000001,0.13,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.298720972,3.8,7.8399997,3.5,-0.79999995,0.61,-0.22999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.318720972,3.49,8.05,3.4299998,-0.79999995,0.61,-0.22999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.338720972,4.44,8.639999,4.04,-0.9,0.42,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.358720972,4.44,8.639999,4.04,-1.0699999,0.51,-0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.378720972,3.6799998,9.76,5.8399997,-1.0699999,0.51,-0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.398720972,3.6299999,9.7849995,5.5799997,-1.0499999500000001,0.299999998,-0.6200000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.418720972,3.58,9.809999,5.3199997,-1.03,0.089999996,-0.8300000000000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.438720972,4.62,10.23,3.3999999,-0.7899999600000001,-0.45999998000000003,-0.34,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.458720972,4.62,10.23,3.3999999,-0.7899999600000001,-0.45999998000000003,-0.34,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.478720972,4.04,9.74,2.21,-0.61,-1.04,-0.51,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.498720972,4.17999985,9.735,2.375,-0.61,-1.04,-0.51,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.518720972,4.3199997,9.73,2.54,-0.61,-1.04,-0.51,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.538720972,4.3199997,9.73,2.54,-0.07,-0.71999997,-0.71999997,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.558720972,4.92,8.34,4.06,-0.17,0.03,-0.34,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.578720972,4.0599999,8.425,5.09,-0.41000000000000003,0.17999999000000003,-0.29500000000000004,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.598720972,3.1999998,8.51,6.12,-0.65,0.32999998,-0.25,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.618720972,3.1999998,8.51,6.12,-0.42999998,0.31,-0.9899999500000001,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.638720972,3.6399999,8.71,4.35,0.39,-0.37,-0.72999996,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.658720972,3.41999985,9.3849995,3.2599998999999995,0.649999985,-0.7899999499999999,-0.464999975,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.678720972,3.1999998,10.059999,2.1699998,0.90999997,-1.2099999,-0.19999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.698720972,3.1699998,8.09,2.76,0.90999997,-1.2099999,-0.19999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,0
0 days 00:01:04.718720972,3.5649998,7.390000000000001,2.88,0.48999998499999997,-0.5549999529999999,0.4250000050000001,STANDING,0 days 00:00:00.020000,0.02,False,0
