accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,timestamp,timestampNanos,label
0.76,9.84,-1.64,-0.01,0.03,0.0,1767188003753,706588704891,STANDING
0.76,9.84,-1.64,-0.01,0.03,0.0,1767188003753,706588704891,STANDING
0.76,9.84,-1.64,-0.01,0.03,0.0,1767188003753,706588704891,STANDING
1.01,10.11,-1.49,-0.049999997,0.03,0.0,1767188003774,706609387600,STANDING
1.01,10.11,-1.49,-0.049999997,0.03,0.0,1767188003774,706609387600,STANDING
1.01,10.11,-1.49,-0.049999997,0.03,0.0,1767188003774,706609387600,STANDING
1.01,10.11,-1.49,-0.049999997,0.03,0.0,1767188003774,706609387600,STANDING
1.01,10.11,-1.49,-0.049999997,0.03,0.0,1767188003774,706609387600,STANDING
1.01,10.11,-1.49,-0.049999997,0.03,0.0,1767188003774,706609387600,STANDING
1.01,10.11,-1.49,-0.049999997,0.03,0.0,1767188003774,706609387600,STANDING
1.01,10.11,-1.49,0.01,0.0,0.04,1767188003804,706639705672,STANDING
1.01,10.11,-1.49,0.01,0.0,0.04,1767188003804,706639705672,STANDING
1.01,10.11,-1.49,0.01,0.0,0.04,1767188003804,706639705672,STANDING
1.01,10.11,-1.49,0.01,0.0,0.04,1767188003804,706639705672,STANDING
1.01,10.11,-1.49,0.01,0.0,0.04,1767188003804,706639705672,STANDING
1.01,10.11,-1.49,0.01,0.0,0.04,1767188003804,706639705672,STANDING
1.01,10.11,-1.49,0.01,0.0,0.04,1767188003804,706639705672,STANDING
1.11,9.83,-1.62,0.11,-0.06,0.07,1767188003833,706668363902,STANDING
1.11,9.83,-1.62,0.11,-0.06,0.07,1767188003833,706668363902,STANDING
1.11,9.83,-1.62,0.11,-0.06,0.07,1767188003833,706668363902,STANDING
1.11,9.83,-1.62,0.11,-0.06,0.07,1767188003833,706668363902,STANDING
1.11,9.83,-1.62,0.11,-0.06,0.07,1767188003833,706668363902,STANDING
1.11,9.83,-1.62,0.11,-0.06,0.07,1767188003833,706668363902,STANDING
1.11,9.83,-1.62,0.11,-0.06,0.07,1767188003833,706668363902,STANDING
0.91999996,9.92,-1.74,0.11,-0.06,0.07,1767188003853,706688733537,STANDING
0.91999996,9.92,-1.74,0.11,-0.06,0.07,1767188003853,706688733537,STANDING
0.91999996,9.92,-1.74,0.11,-0.06,0.07,1767188003853,706688733537,STANDING
0.91999996,9.92,-1.74,0.11,-0.06,0.07,1767188003853,706688733537,STANDING
0.91999996,9.92,-1.74,0.11,-0.06,0.07,1767188003853,706688733537,STANDING
0.91999996,9.92,-1.74,0.11,-0.06,0.07,1767188003853,706688733537,STANDING
0.91999996,9.92,-1.74,0.11,-0.06,0.07,1767188003853,706688733537,STANDING
0.91999996,9.92,-1.74,0.11,-0.089999996,0.099999994,1767188003873,706708333589,STANDING
0.91999996,9.92,-1.74,0.11,-0.089999996,0.099999994,1767188003873,706708333589,STANDING
0.91999996,9.92,-1.74,0.11,-0.089999996,0.099999994,1767188003873,706708333589,STANDING
0.91999996,9.92,-1.74,0.11,-0.089999996,0.099999994,1767188003873,706708333589,STANDING
0.91999996,9.92,-1.74,0.11,-0.089999996,0.099999994,1767188003873,706708333589,STANDING
0.91999996,9.92,-1.74,0.11,-0.089999996,0.099999994,1767188003873,706708333589,STANDING
0.91999996,9.92,-1.74,0.11,-0.089999996,0.099999994,1767188003873,706708333589,STANDING
0.90999997,9.76,-1.67,0.08,-0.099999994,0.12,1767188003893,706728436141,STANDING
0.90999997,9.76,-1.67,0.08,-0.099999994,0.12,1767188003893,706728436141,STANDING
0.90999997,9.76,-1.67,0.08,-0.099999994,0.12,1767188003893,706728436141,STANDING
0.90999997,9.76,-1.67,0.08,-0.099999994,0.12,1767188003893,706728436141,STANDING
0.90999997,9.76,-1.67,0.08,-0.099999994,0.12,1767188003893,706728436141,STANDING
0.90999997,9.76,-1.67,0.08,-0.099999994,0.12,1767188003893,706728436141,STANDING
0.90999997,9.76,-1.67,0.08,-0.099999994,0.12,1767188003893,706728436141,STANDING
1.13,9.69,-1.4699999,0.08,-0.099999994,0.12,1767188003914,706749180360,STANDING
1.13,9.69,-1.4699999,0.08,-0.099999994,0.12,1767188003914,706749180360,STANDING
1.13,9.69,-1.4699999,0.08,-0.099999994,0.12,1767188003914,706749180360,STANDING
1.13,9.69,-1.4699999,0.08,-0.099999994,0.12,1767188003914,706749180360,STANDING
1.13,9.69,-1.4699999,0.08,-0.099999994,0.12,1767188003914,706749180360,STANDING
1.13,9.69,-1.4699999,0.08,-0.099999994,0.12,1767188003914,706749180360,STANDING
1.13,9.69,-1.4699999,0.08,-0.099999994,0.12,1767188003914,706749180360,STANDING
1.13,9.69,-1.4699999,-0.01,-0.12,0.14999999,1767188003943,706778404631,STANDING
1.13,9.69,-1.4699999,-0.01,-0.12,0.14999999,1767188003943,706778404631,STANDING
1.13,9.69,-1.4699999,-0.01,-0.12,0.14999999,1767188003943,706778404631,STANDING
1.13,9.69,-1.4699999,-0.01,-0.12,0.14999999,1767188003943,706778404631,STANDING
1.13,9.69,-1.4699999,-0.01,-0.12,0.14999999,1767188003943,706778404631,STANDING
1.13,9.69,-1.4699999,-0.01,-0.12,0.14999999,1767188003943,706778404631,STANDING
1.13,9.69,-1.4699999,-0.01,-0.12,0.14999999,1767188003943,706778404631,STANDING
1.14,9.8,-1.51,-0.01,-0.12,0.14999999,1767188003966,706800981610,STANDING
1.14,9.8,-1.51,-0.01,-0.12,0.14999999,1767188003966,706800981610,STANDING
1.14,9.8,-1.51,-0.01,-0.12,0.14999999,1767188003966,706800981610,STANDING
1.14,9.8,-1.51,-0.01,-0.12,0.14999999,1767188003966,706800981610,STANDING
1.14,9.8,-1.51,-0.01,-0.12,0.14999999,1767188003966,706800981610,STANDING
1.14,9.8,-1.51,-0.01,-0.12,0.14999999,1767188003966,706800981610,STANDING
1.14,9.8,-1.51,-0.01,-0.12,0.14999999,1767188003966,706800981610,STANDING
1.24,9.83,-1.3199999,-0.049999997,-0.16,0.14999999,1767188003993,706828732495,STANDING
1.24,9.83,-1.3199999,-0.049999997,-0.16,0.14999999,1767188003993,706828732495,STANDING
1.24,9.83,-1.3199999,-0.049999997,-0.16,0.14999999,1767188003993,706828732495,STANDING
1.24,9.83,-1.3199999,-0.049999997,-0.16,0.14999999,1767188003993,706828732495,STANDING
1.24,9.83,-1.3199999,-0.049999997,-0.16,0.14999999,1767188003993,706828732495,STANDING
1.24,9.83,-1.3199999,-0.049999997,-0.16,0.14999999,1767188003993,706828732495,STANDING
1.24,9.83,-1.3199999,-0.049999997,-0.16,0.14999999,1767188003993,706828732495,STANDING
1.36,10.059999,-1.11,-0.07,-0.19,0.14999999,1767188004013,706848551245,STANDING
1.36,10.059999,-1.11,-0.07,-0.19,0.14999999,1767188004013,706848551245,STANDING
1.36,10.059999,-1.11,-0.07,-0.19,0.14999999,1767188004013,706848551245,STANDING
1.36,10.059999,-1.11,-0.07,-0.19,0.14999999,1767188004013,706848551245,STANDING
1.36,10.059999,-1.11,-0.07,-0.19,0.14999999,1767188004013,706848551245,STANDING
1.36,10.059999,-1.11,-0.07,-0.19,0.14999999,1767188004013,706848551245,STANDING
1.36,10.059999,-1.11,-0.07,-0.19,0.14999999,1767188004013,706848551245,STANDING
1.4,10.2,-1.22,-0.07,-0.19,0.14999999,1767188004033,706868367443,STANDING
1.4,10.2,-1.22,-0.07,-0.19,0.14999999,1767188004033,706868367443,STANDING
1.4,10.2,-1.22,-0.07,-0.19,0.14999999,1767188004033,706868367443,STANDING
1.4,10.2,-1.22,-0.07,-0.19,0.14999999,1767188004033,706868367443,STANDING
1.4,10.2,-1.22,-0.07,-0.19,0.14999999,1767188004033,706868367443,STANDING
1.4,10.2,-1.22,-0.07,-0.19,0.14999999,1767188004033,706868367443,STANDING
1.4,10.2,-1.22,-0.07,-0.19,0.14999999,1767188004033,706868367443,STANDING
1.4,10.2,-1.22,-0.02,-0.22,0.14999999,1767188004053,706888664266,STANDING
1.4,10.2,-1.22,-0.02,-0.22,0.14999999,1767188004053,706888664266,STANDING
1.4,10.2,-1.22,-0.02,-0.22,0.14999999,1767188004053,706888664266,STANDING
1.4,10.2,-1.22,-0.02,-0.22,0.14999999,1767188004053,706888664266,STANDING
1.4,10.2,-1.22,-0.02,-0.22,0.14999999,1767188004053,706888664266,STANDING
1.4,10.2,-1.22,-0.02,-0.22,0.14999999,1767188004053,706888664266,STANDING
1.4,10.2,-1.22,-0.02,-0.22,0.14999999,1767188004053,706888664266,STANDING
1.4599999,10.05,-1.4499999,0.06,-0.26,0.17,1767188004073,706908394006,STANDING
1.4599999,10.05,-1.4499999,0.06,-0.26,0.17,1767188004073,706908394006,STANDING
1.4599999,10.05,-1.4499999,0.06,-0.26,0.17,1767188004073,706908394006,STANDING
1.4599999,10.05,-1.4499999,0.06,-0.26,0.17,1767188004073,706908394006,STANDING
1.4599999,10.05,-1.4499999,0.06,-0.26,0.17,1767188004073,706908394006,STANDING
1.4599999,10.05,-1.4499999,0.06,-0.26,0.17,1767188004073,706908394006,STANDING
1.4599999,10.05,-1.4499999,0.06,-0.26,0.17,1767188004073,706908394006,STANDING
1.37,9.91,-1.4599999,0.06,-0.26,0.17,1767188004093,706928710985,STANDING
1.37,9.91,-1.4599999,0.06,-0.26,0.17,1767188004093,706928710985,STANDING
1.37,9.91,-1.4599999,0.06,-0.26,0.17,1767188004093,706928710985,STANDING
1.37,9.91,-1.4599999,0.06,-0.26,0.17,1767188004093,706928710985,STANDING
1.37,9.91,-1.4599999,0.06,-0.26,0.17,1767188004093,706928710985,STANDING
1.37,9.91,-1.4599999,0.06,-0.26,0.17,1767188004093,706928710985,STANDING
1.37,9.91,-1.4599999,0.06,-0.26,0.17,1767188004093,706928710985,STANDING
1.37,9.91,-1.4599999,0.089999996,-0.26999998,0.14,1767188004113,706948951506,STANDING
1.37,9.91,-1.4599999,0.089999996,-0.26999998,0.14,1767188004113,706948951506,STANDING
1.37,9.91,-1.4599999,0.089999996,-0.26999998,0.14,1767188004113,706948951506,STANDING
1.37,9.91,-1.4599999,0.089999996,-0.26999998,0.14,1767188004113,706948951506,STANDING
1.37,9.91,-1.4599999,0.089999996,-0.26999998,0.14,1767188004113,706948951506,STANDING
1.37,9.91,-1.4599999,0.089999996,-0.26999998,0.14,1767188004113,706948951506,STANDING
1.37,9.91,-1.4599999,0.089999996,-0.26999998,0.14,1767188004113,706948951506,STANDING
1.24,9.98,-1.3399999,0.099999994,-0.32999998,0.11,1767188004133,706968516037,STANDING
1.24,9.98,-1.3399999,0.099999994,-0.32999998,0.11,1767188004133,706968516037,STANDING
1.24,9.98,-1.3399999,0.099999994,-0.32999998,0.11,1767188004133,706968516037,STANDING
1.24,9.98,-1.3399999,0.099999994,-0.32999998,0.11,1767188004133,706968516037,STANDING
1.24,9.98,-1.3399999,0.099999994,-0.32999998,0.11,1767188004133,706968516037,STANDING
1.24,9.98,-1.3399999,0.099999994,-0.32999998,0.11,1767188004133,706968516037,STANDING
1.24,9.98,-1.3399999,0.099999994,-0.32999998,0.11,1767188004133,706968516037,STANDING
0.84999996,10.01,-1.3,0.099999994,-0.32999998,0.11,1767188004153,706988662495,STANDING
0.84999996,10.01,-1.3,0.099999994,-0.32999998,0.11,1767188004153,706988662495,STANDING
0.84999996,10.01,-1.3,0.099999994,-0.32999998,0.11,1767188004153,706988662495,STANDING
0.84999996,10.01,-1.3,0.099999994,-0.32999998,0.11,1767188004153,706988662495,STANDING
0.84999996,10.01,-1.3,0.099999994,-0.32999998,0.11,1767188004153,706988662495,STANDING
0.84999996,10.01,-1.3,0.099999994,-0.32999998,0.11,1767188004153,706988662495,STANDING
0.84999996,10.01,-1.3,0.099999994,-0.32999998,0.11,1767188004153,706988662495,STANDING
0.84999996,10.01,-1.3,0.12,-0.35,0.12,1767188004173,707008566506,STANDING
0.84999996,10.01,-1.3,0.12,-0.35,0.12,1767188004173,707008566506,STANDING
0.84999996,10.01,-1.3,0.12,-0.35,0.12,1767188004173,707008566506,STANDING
0.84999996,10.01,-1.3,0.12,-0.35,0.12,1767188004173,707008566506,STANDING
0.84999996,10.01,-1.3,0.12,-0.35,0.12,1767188004173,707008566506,STANDING
0.84999996,10.01,-1.3,0.12,-0.35,0.12,1767188004173,707008566506,STANDING
0.84999996,10.01,-1.3,0.12,-0.35,0.12,1767188004173,707008566506,STANDING
0.32,9.75,-1.35,0.14999999,-0.29999998,0.13,1767188004193,707028364943,STANDING
0.32,9.75,-1.35,0.14999999,-0.29999998,0.13,1767188004193,707028364943,STANDING
0.32,9.75,-1.35,0.14999999,-0.29999998,0.13,1767188004193,707028364943,STANDING
0.32,9.75,-1.35,0.14999999,-0.29999998,0.13,1767188004193,707028364943,STANDING
0.32,9.75,-1.35,0.14999999,-0.29999998,0.13,1767188004193,707028364943,STANDING
0.32,9.75,-1.35,0.14999999,-0.29999998,0.13,1767188004193,707028364943,STANDING
0.32,9.75,-1.35,0.14999999,-0.29999998,0.13,1767188004193,707028364943,STANDING
0.48,9.78,-1.63,0.14999999,-0.29999998,0.13,1767188004213,707048515725,STANDING
0.48,9.78,-1.63,0.14999999,-0.29999998,0.13,1767188004213,707048515725,STANDING
0.48,9.78,-1.63,0.14999999,-0.29999998,0.13,1767188004213,707048515725,STANDING
0.48,9.78,-1.63,0.14999999,-0.29999998,0.13,1767188004213,707048515725,STANDING
0.48,9.78,-1.63,0.14999999,-0.29999998,0.13,1767188004213,707048515725,STANDING
0.48,9.78,-1.63,0.14999999,-0.29999998,0.13,1767188004213,707048515725,STANDING
0.48,9.78,-1.63,0.14999999,-0.29999998,0.13,1767188004213,707048515725,STANDING
0.48,9.78,-1.63,0.16,-0.17999999,0.12,1767188004233,707068992756,STANDING
0.48,9.78,-1.63,0.16,-0.17999999,0.12,1767188004233,707068992756,STANDING
0.48,9.78,-1.63,0.16,-0.17999999,0.12,1767188004233,707068992756,STANDING
0.48,9.78,-1.63,0.16,-0.17999999,0.12,1767188004233,707068992756,STANDING
0.48,9.78,-1.63,0.16,-0.17999999,0.12,1767188004233,707068992756,STANDING
0.48,9.78,-1.63,0.16,-0.17999999,0.12,1767188004233,707068992756,STANDING
0.48,9.78,-1.63,0.16,-0.17999999,0.12,1767188004233,707068992756,STANDING
0.88,9.74,-1.61,0.14,-0.13,0.13,1767188004253,707088508068,STANDING
0.88,9.74,-1.61,0.14,-0.13,0.13,1767188004253,707088508068,STANDING
0.88,9.74,-1.61,0.14,-0.13,0.13,1767188004253,707088508068,STANDING
0.88,9.74,-1.61,0.14,-0.13,0.13,1767188004253,707088508068,STANDING
0.88,9.74,-1.61,0.14,-0.13,0.13,1767188004253,707088508068,STANDING
0.88,9.74,-1.61,0.14,-0.13,0.13,1767188004253,707088508068,STANDING
0.88,9.74,-1.61,0.14,-0.13,0.13,1767188004253,707088508068,STANDING
1.09,9.9,-1.41,0.14,-0.13,0.13,1767188004273,707108396141,STANDING
1.09,9.9,-1.41,0.14,-0.13,0.13,1767188004273,707108396141,STANDING
1.09,9.9,-1.41,0.14,-0.13,0.13,1767188004273,707108396141,STANDING
1.09,9.9,-1.41,0.14,-0.13,0.13,1767188004273,707108396141,STANDING
1.09,9.9,-1.41,0.14,-0.13,0.13,1767188004273,707108396141,STANDING
1.09,9.9,-1.41,0.14,-0.13,0.13,1767188004273,707108396141,STANDING
1.09,9.9,-1.41,0.14,-0.13,0.13,1767188004273,707108396141,STANDING
1.09,9.9,-1.41,0.089999996,-0.11,0.13,1767188004293,707128609995,STANDING
1.09,9.9,-1.41,0.089999996,-0.11,0.13,1767188004293,707128609995,STANDING
1.09,9.9,-1.41,0.089999996,-0.11,0.13,1767188004293,707128609995,STANDING
1.09,9.9,-1.41,0.089999996,-0.11,0.13,1767188004293,707128609995,STANDING
1.09,9.9,-1.41,0.089999996,-0.11,0.13,1767188004293,707128609995,STANDING
1.09,9.9,-1.41,0.089999996,-0.11,0.13,1767188004293,707128609995,STANDING
1.09,9.9,-1.41,0.089999996,-0.11,0.13,1767188004293,707128609995,STANDING
1.16,10.01,-1.23,0.04,-0.13,0.13,1767188004323,707150404110,STANDING
1.16,10.01,-1.23,0.04,-0.13,0.13,1767188004323,707150404110,STANDING
1.16,10.01,-1.23,0.04,-0.13,0.13,1767188004323,707150404110,STANDING
1.16,10.01,-1.23,0.04,-0.13,0.13,1767188004323,707150404110,STANDING
1.16,10.01,-1.23,0.04,-0.13,0.13,1767188004323,707150404110,STANDING
1.16,10.01,-1.23,0.04,-0.13,0.13,1767188004323,707150404110,STANDING
1.16,10.01,-1.23,0.04,-0.13,0.13,1767188004323,707150404110,STANDING
1.23,9.96,-1.09,0.0,-0.16,0.14,1767188004344,707179299370,STANDING
1.23,9.96,-1.09,0.0,-0.16,0.14,1767188004344,707179299370,STANDING
1.23,9.96,-1.09,0.0,-0.16,0.14,1767188004344,707179299370,STANDING
1.23,9.96,-1.09,0.0,-0.16,0.14,1767188004344,707179299370,STANDING
1.23,9.96,-1.09,0.0,-0.16,0.14,1767188004344,707179299370,STANDING
1.23,9.96,-1.09,0.0,-0.16,0.14,1767188004344,707179299370,STANDING
1.23,9.96,-1.09,0.0,-0.16,0.14,1767188004344,707179299370,STANDING
1.23,9.96,-1.09,0.01,-0.21,0.14,1767188004366,707198601193,STANDING
1.23,9.96,-1.09,0.01,-0.21,0.14,1767188004366,707198601193,STANDING
1.23,9.96,-1.09,0.01,-0.21,0.14,1767188004366,707198601193,STANDING
1.23,9.96,-1.09,0.01,-0.21,0.14,1767188004366,707198601193,STANDING
1.23,9.96,-1.09,0.01,-0.21,0.14,1767188004366,707198601193,STANDING
1.23,9.96,-1.09,0.01,-0.21,0.14,1767188004366,707198601193,STANDING
1.23,9.96,-1.09,0.01,-0.21,0.14,1767188004366,707198601193,STANDING
1.11,9.99,-1.14,0.01,-0.21,0.14,1767188004393,707228347547,STANDING
1.11,9.99,-1.14,0.01,-0.21,0.14,1767188004393,707228347547,STANDING
1.11,9.99,-1.14,0.01,-0.21,0.14,1767188004393,707228347547,STANDING
1.11,9.99,-1.14,0.01,-0.21,0.14,1767188004393,707228347547,STANDING
1.11,9.99,-1.14,0.01,-0.21,0.14,1767188004393,707228347547,STANDING
1.11,9.99,-1.14,0.01,-0.21,0.14,1767188004393,707228347547,STANDING
1.11,9.99,-1.14,0.01,-0.21,0.14,1767188004393,707228347547,STANDING
1.11,9.99,-1.14,0.01,-0.26999998,0.16,1767188004413,707248701454,STANDING
1.11,9.99,-1.14,0.01,-0.26999998,0.16,1767188004413,707248701454,STANDING
1.11,9.99,-1.14,0.01,-0.26999998,0.16,1767188004413,707248701454,STANDING
1.11,9.99,-1.14,0.01,-0.26999998,0.16,1767188004413,707248701454,STANDING
1.11,9.99,-1.14,0.01,-0.26999998,0.16,1767188004413,707248701454,STANDING
1.11,9.99,-1.14,0.01,-0.26999998,0.16,1767188004413,707248701454,STANDING
1.11,9.99,-1.14,0.01,-0.26999998,0.16,1767188004413,707248701454,STANDING
0.42999998,9.79,-1.11,0.04,-0.25,0.12,1767188004436,707269302964,STANDING
0.42999998,9.79,-1.11,0.04,-0.25,0.12,1767188004436,707269302964,STANDING
0.42999998,9.79,-1.11,0.04,-0.25,0.12,1767188004436,707269302964,STANDING
0.42999998,9.79,-1.11,0.04,-0.25,0.12,1767188004436,707269302964,STANDING
0.42999998,9.79,-1.11,0.04,-0.25,0.12,1767188004436,707269302964,STANDING
0.42999998,9.79,-1.11,0.04,-0.25,0.12,1767188004436,707269302964,STANDING
0.42999998,9.79,-1.11,0.04,-0.25,0.12,1767188004436,707269302964,STANDING
0.42999998,9.79,-1.11,0.01,-0.14,0.08,1767188004463,707298508068,STANDING
0.42999998,9.79,-1.11,0.01,-0.14,0.08,1767188004463,707298508068,STANDING
0.42999998,9.79,-1.11,0.01,-0.14,0.08,1767188004463,707298508068,STANDING
0.42999998,9.79,-1.11,0.01,-0.14,0.08,1767188004463,707298508068,STANDING
0.42999998,9.79,-1.11,0.01,-0.14,0.08,1767188004463,707298508068,STANDING
0.42999998,9.79,-1.11,0.01,-0.14,0.08,1767188004463,707298508068,STANDING
0.42999998,9.79,-1.11,0.01,-0.14,0.08,1767188004463,707298508068,STANDING
-0.44,9.79,-1.3,0.049999997,0.07,0.02,1767188004486,707319247808,STANDING
-0.44,9.79,-1.3,0.049999997,0.07,0.02,1767188004486,707319247808,STANDING
-0.44,9.79,-1.3,0.049999997,0.07,0.02,1767188004486,707319247808,STANDING
-0.44,9.79,-1.3,0.049999997,0.07,0.02,1767188004486,707319247808,STANDING
-0.44,9.79,-1.3,0.049999997,0.07,0.02,1767188004486,707319247808,STANDING
-0.44,9.79,-1.3,0.049999997,0.07,0.02,1767188004486,707319247808,STANDING
-0.44,9.79,-1.3,0.049999997,0.07,0.02,1767188004486,707319247808,STANDING
0.19999999,10.13,-1.76,0.049999997,0.07,0.02,1767188004513,707348352287,STANDING
0.19999999,10.13,-1.76,0.049999997,0.07,0.02,1767188004513,707348352287,STANDING
0.19999999,10.13,-1.76,0.049999997,0.07,0.02,1767188004513,707348352287,STANDING
0.19999999,10.13,-1.76,0.049999997,0.07,0.02,1767188004513,707348352287,STANDING
0.19999999,10.13,-1.76,0.049999997,0.07,0.02,1767188004513,707348352287,STANDING
0.19999999,10.13,-1.76,0.049999997,0.07,0.02,1767188004513,707348352287,STANDING
0.19999999,10.13,-1.76,0.049999997,0.07,0.02,1767188004513,707348352287,STANDING
0.19999999,10.13,-1.76,0.049999997,0.25,0.06,1767188004533,707368390829,STANDING
0.19999999,10.13,-1.76,0.049999997,0.25,0.06,1767188004533,707368390829,STANDING
0.19999999,10.13,-1.76,0.049999997,0.25,0.06,1767188004533,707368390829,STANDING
0.19999999,10.13,-1.76,0.049999997,0.25,0.06,1767188004533,707368390829,STANDING
0.19999999,10.13,-1.76,0.049999997,0.25,0.06,1767188004533,707368390829,STANDING
0.19999999,10.13,-1.76,0.049999997,0.25,0.06,1767188004533,707368390829,STANDING
0.19999999,10.13,-1.76,0.049999997,0.25,0.06,1767188004533,707368390829,STANDING
1.11,10.04,-1.8399999,0.0,0.31,0.08,1767188004554,707388961506,STANDING
1.11,10.04,-1.8399999,0.0,0.31,0.08,1767188004554,707388961506,STANDING
1.11,10.04,-1.8399999,0.0,0.31,0.08,1767188004554,707388961506,STANDING
1.11,10.04,-1.8399999,0.0,0.31,0.08,1767188004554,707388961506,STANDING
1.11,10.04,-1.8399999,0.0,0.31,0.08,1767188004554,707388961506,STANDING
1.11,10.04,-1.8399999,0.0,0.31,0.08,1767188004554,707388961506,STANDING
1.11,10.04,-1.8399999,0.0,0.31,0.08,1767188004554,707388961506,STANDING
1.9,10.07,-1.6999999,-0.089999996,0.19,0.099999994,1767188004583,707418686558,STANDING
1.9,10.07,-1.6999999,-0.089999996,0.19,0.099999994,1767188004583,707418686558,STANDING
1.9,10.07,-1.6999999,-0.089999996,0.19,0.099999994,1767188004583,707418686558,STANDING
1.9,10.07,-1.6999999,-0.089999996,0.19,0.099999994,1767188004583,707418686558,STANDING
1.9,10.07,-1.6999999,-0.089999996,0.19,0.099999994,1767188004583,707418686558,STANDING
1.9,10.07,-1.6999999,-0.089999996,0.19,0.099999994,1767188004583,707418686558,STANDING
1.9,10.07,-1.6999999,-0.089999996,0.19,0.099999994,1767188004583,707418686558,STANDING
1.9,10.07,-1.6999999,-0.049999997,-0.08,0.12,1767188004604,707439146506,STANDING
1.9,10.07,-1.6999999,-0.049999997,-0.08,0.12,1767188004604,707439146506,STANDING
1.9,10.07,-1.6999999,-0.049999997,-0.08,0.12,1767188004604,707439146506,STANDING
1.9,10.07,-1.6999999,-0.049999997,-0.08,0.12,1767188004604,707439146506,STANDING
1.9,10.07,-1.6999999,-0.049999997,-0.08,0.12,1767188004604,707439146506,STANDING
1.9,10.07,-1.6999999,-0.049999997,-0.08,0.12,1767188004604,707439146506,STANDING
1.9,10.07,-1.6999999,-0.049999997,-0.08,0.12,1767188004604,707439146506,STANDING
1.75,9.9,-1.51,-0.049999997,-0.08,0.12,1767188004633,707468330620,STANDING
1.75,9.9,-1.51,-0.049999997,-0.08,0.12,1767188004633,707468330620,STANDING
1.75,9.9,-1.51,-0.049999997,-0.08,0.12,1767188004633,707468330620,STANDING
1.75,9.9,-1.51,-0.049999997,-0.08,0.12,1767188004633,707468330620,STANDING
1.75,9.9,-1.51,-0.049999997,-0.08,0.12,1767188004633,707468330620,STANDING
1.75,9.9,-1.51,-0.049999997,-0.08,0.12,1767188004633,707468330620,STANDING
1.75,9.9,-1.51,-0.049999997,-0.08,0.12,1767188004633,707468330620,STANDING
1.75,9.9,-1.51,0.01,-0.45,0.17,1767188004654,707488889839,STANDING
1.75,9.9,-1.51,0.01,-0.45,0.17,1767188004654,707488889839,STANDING
1.75,9.9,-1.51,0.01,-0.45,0.17,1767188004654,707488889839,STANDING
1.75,9.9,-1.51,0.01,-0.45,0.17,1767188004654,707488889839,STANDING
1.75,9.9,-1.51,0.01,-0.45,0.17,1767188004654,707488889839,STANDING
1.75,9.9,-1.51,0.01,-0.45,0.17,1767188004654,707488889839,STANDING
1.75,9.9,-1.51,0.01,-0.45,0.17,1767188004654,707488889839,STANDING
1.05,9.82,-1.53,0.11,-0.61,0.19999999,1767188004683,707518509839,STANDING
1.05,9.82,-1.53,0.11,-0.61,0.19999999,1767188004683,707518509839,STANDING
1.05,9.82,-1.53,0.11,-0.61,0.19999999,1767188004683,707518509839,STANDING
1.05,9.82,-1.53,0.11,-0.61,0.19999999,1767188004683,707518509839,STANDING
1.05,9.82,-1.53,0.11,-0.61,0.19999999,1767188004683,707518509839,STANDING
1.05,9.82,-1.53,0.11,-0.61,0.19999999,1767188004683,707518509839,STANDING
1.05,9.82,-1.53,0.11,-0.61,0.19999999,1767188004683,707518509839,STANDING
0.08,9.83,-1.73,0.049999997,-0.61,0.16,1767188004705,707538862287,STANDING
0.08,9.83,-1.73,0.049999997,-0.61,0.16,1767188004705,707538862287,STANDING
0.08,9.83,-1.73,0.049999997,-0.61,0.16,1767188004705,707538862287,STANDING
0.08,9.83,-1.73,0.049999997,-0.61,0.16,1767188004705,707538862287,STANDING
0.08,9.83,-1.73,0.049999997,-0.61,0.16,1767188004705,707538862287,STANDING
0.08,9.83,-1.73,0.049999997,-0.61,0.16,1767188004705,707538862287,STANDING
0.08,9.83,-1.73,0.049999997,-0.61,0.16,1767188004705,707538862287,STANDING
0.089999996,10.05,-1.29,-0.089999996,-0.42,0.11,1767188004733,707568330933,STANDING
0.089999996,10.05,-1.29,-0.089999996,-0.42,0.11,1767188004733,707568330933,STANDING
0.089999996,10.05,-1.29,-0.089999996,-0.42,0.11,1767188004733,707568330933,STANDING
0.089999996,10.05,-1.29,-0.089999996,-0.42,0.11,1767188004733,707568330933,STANDING
0.089999996,10.05,-1.29,-0.089999996,-0.42,0.11,1767188004733,707568330933,STANDING
0.089999996,10.05,-1.29,-0.089999996,-0.42,0.11,1767188004733,707568330933,STANDING
0.089999996,10.05,-1.29,-0.089999996,-0.42,0.11,1767188004733,707568330933,STANDING
0.96999997,10.2,-1.0,-0.089999996,-0.42,0.11,1767188004756,707589086245,STANDING
0.96999997,10.2,-1.0,-0.089999996,-0.42,0.11,1767188004756,707589086245,STANDING
0.96999997,10.2,-1.0,-0.089999996,-0.42,0.11,1767188004756,707589086245,STANDING
0.96999997,10.2,-1.0,-0.089999996,-0.42,0.11,1767188004756,707589086245,STANDING
0.96999997,10.2,-1.0,-0.089999996,-0.42,0.11,1767188004756,707589086245,STANDING
0.96999997,10.2,-1.0,-0.089999996,-0.42,0.11,1767188004756,707589086245,STANDING
0.96999997,10.2,-1.0,-0.089999996,-0.42,0.11,1767188004756,707589086245,STANDING
